eval_idx,dataset_idx,method,noise_strength,n_povs,unified_score,mean_bbox_iou,mean_camera_similarity,detection_f1,count_accuracy
0,0,accumulation,N/A,0,0.3571954567915113,0.07489690298883026,,0.39999999999999997,0.2
0,0,accumulation,N/A,1,0.38023887291267067,0.09348504177241035,,0.2622950819672132,0.2
0,0,accumulation,N/A,2,0.31105873836822456,0.02701961630373303,,0.3636363636363636,0.16666666666666666
0,0,accumulation,N/A,3,0.37241649426124146,0.08768980754476467,,0.16842105263157894,0.0
0,0,accumulation,N/A,4,0.4538515875983199,0.18297415708085868,,0.19999999999999998,0.25
0,0,accumulation,N/A,5,0.36805559113107683,0.018753203155477176,,0.4736842105263158,0.0
0,0,accumulation,N/A,6,0.37514411542074555,0.16115648676236588,,0.27118644067796616,0.0
0,0,accumulation,N/A,7,0.31419298509716265,0.08497089605949412,,0.3636363636363636,0.0
0,0,refinement,0.5,0,0.3571954567915113,0.07489690298883026,,0.39999999999999997,0.2
0,0,refinement,0.5,1,0.4330418274091083,0.07442715673779764,,0.39999999999999997,0.5
0,0,refinement,0.5,2,0.36364999442094326,0.06835246580038624,,0.4545454545454546,0.0
0,0,refinement,0.5,3,0.4080660413849403,0.07321167734418363,,0.5,0.25
0,0,refinement,0.5,4,0.36641076077923357,0.07420482385830969,,0.4761904761904762,0.0
0,0,refinement,0.5,5,0.36046011055877014,0.07255719440691866,,0.43478260869565216,0.0
0,0,refinement,0.5,6,0.4082223213044025,0.0770519319056176,,0.4761904761904762,0.25
0,0,refinement,0.5,7,0.34905545583779773,0.07177706014961291,,0.3448275862068966,0.0
0,0,refinement,0.8,0,0.3571954567915113,0.07489690298883026,,0.39999999999999997,0.2
0,0,refinement,0.8,1,0.3371329159847626,0.049466827167077544,,0.30769230769230765,0.0
0,0,refinement,0.8,2,0.375639611588634,0.05192702298121163,,0.3243243243243243,0.25
0,0,refinement,0.8,3,0.38534043510257027,0.01460372276069431,,0.5,0.25
0,0,refinement,0.8,4,0.3925097632004102,0.05683475936951594,,0.4444444444444444,0.25
0,0,refinement,0.8,5,0.35652996524568176,0.06455725951585467,,0.41379310344827586,0.0
0,0,refinement,0.8,6,0.3792180924961416,0.00946040453669552,,0.37500000000000006,0.25
0,0,refinement,0.8,7,0.3690451125263251,0.0068307044808924786,,0.3902439024390244,0.25
1,1,accumulation,N/A,0,0.25646130281476065,0.0,,0.28571428571428575,0.0
1,1,accumulation,N/A,1,0.22046521247400283,0.17469908664261857,,0.11764705882352941,0.0
1,1,accumulation,N/A,2,0.24007628192439306,0.0,,0.125,0.0
1,1,accumulation,N/A,3,0.2739937832812065,0.00887227112437109,,0.25,0.0
1,1,accumulation,N/A,4,0.4098998173856062,0.04668904065003966,,0.5714285714285715,0.0
1,1,accumulation,N/A,5,0.36024616146981336,0.43338513134248746,,0.5714285714285715,0.0
1,1,accumulation,N/A,6,0.41520699137026373,0.31497943998433525,,0.3333333333333333,0.0
1,1,accumulation,N/A,7,0.6632344558581275,0.1104780374559405,,1.0,1.0
1,1,refinement,0.5,0,0.25646130281476065,0.0,,0.28571428571428575,0.0
1,1,refinement,0.5,1,0.2698827681899344,0.0,,0.13333333333333336,0.0
1,1,refinement,0.5,2,0.27521938482067526,0.0,,0.16666666666666669,0.0
1,1,refinement,0.5,3,0.2740331653708302,0.0,,0.1111111111111111,0.0
1,1,refinement,0.5,4,0.2413619661037339,0.0,,0.1111111111111111,0.0
1,1,refinement,0.5,5,0.33727555795288,0.0,,0.08695652173913042,0.5
1,1,refinement,0.5,6,0.24276436452902375,0.0,,0.11764705882352941,0.0
1,1,refinement,0.5,7,0.2878461723170338,0.0,,0.25,0.0
1,1,refinement,0.8,0,0.25646130281476065,0.0,,0.28571428571428575,0.0
1,1,refinement,0.8,1,0.2838149782126018,0.0,,0.22222222222222224,0.0
1,1,refinement,0.8,2,0.2547019485440385,0.0,,0.2,0.0
1,1,refinement,0.8,3,0.3566382195155752,0.0,,0.2,0.5
1,1,refinement,0.8,4,0.27459009117116134,0.0,,0.15384615384615385,0.0
1,1,refinement,0.8,5,0.42604233407371483,0.0,,0.6666666666666666,0.0
1,1,refinement,0.8,6,0.32626917914504805,0.0,,0.5,0.0
1,1,refinement,0.8,7,0.3261256585572252,0.0,,0.5,0.0
2,2,accumulation,N/A,0,0.20527333726173103,0.0,,0.3333333333333333,0.0
2,2,accumulation,N/A,1,0.2261484355469479,0.15916336210248033,,0.061538461538461535,0.0
2,2,accumulation,N/A,2,0.19289333066818815,0.018338507299101886,,0.0068376068376068385,0.0
2,2,accumulation,N/A,3,0.3172102700651195,0.06319754963353978,,0.4285714285714285,0.25
2,2,accumulation,N/A,4,0.300185949258186,0.2298785537947271,,0.36363636363636365,0.0
2,2,accumulation,N/A,5,0.2659446134948712,0.11693860317988157,,0.30769230769230765,0.0
2,2,accumulation,N/A,6,0.24097277401193146,0.025131422738234054,,0.36363636363636365,0.0
2,2,accumulation,N/A,7,0.33749654781771915,0.05573300260720801,,0.6153846153846153,0.2
2,2,refinement,0.5,0,0.20527333726173103,0.0,,0.3333333333333333,0.0
2,2,refinement,0.5,1,0.29654947057020264,0.2346724559734324,,0.36363636363636365,0.25
2,2,refinement,0.5,2,0.3102863236040593,0.2473751793709131,,0.4444444444444445,0.25
2,2,refinement,0.5,3,0.30901771949020296,0.23623858139197132,,0.4444444444444445,0.25
2,2,refinement,0.5,4,0.40404951418484863,0.2473751793709131,,0.5714285714285715,0.5
2,2,refinement,0.5,5,0.27681777477667147,0.0,,0.6666666666666665,0.0
