eval_idx,dataset_idx,method,noise_strength,n_povs,unified_score,mean_bbox_iou,mean_camera_similarity,detection_f1,count_accuracy
86,86,refinement,0.8,5,0.2390739458713892,0.10256496086922606,,0.08333333333333333,0.0
86,86,refinement,0.8,6,0.23931818892680534,0.10215398075192947,,0.08333333333333333,0.0
86,86,refinement,0.8,7,0.23914330691425015,0.09827745107500546,,0.08333333333333333,0.0
87,87,accumulation,N/A,0,0.26684780496251775,0.10819106811969947,,0.3333333333333333,0.0
87,87,accumulation,N/A,1,0.39514096149009703,0.39110907805547473,,0.5714285714285715,0.0
87,87,accumulation,N/A,2,0.32395919846615684,0.154042957136774,,0.5714285714285715,0.0
87,87,accumulation,N/A,3,0.4103442192978671,0.5985847035089735,,0.28571428571428575,0.0
87,87,accumulation,N/A,4,0.3756675438220996,0.327150584109264,,0.5,0.0
87,87,accumulation,N/A,5,0.4948632817086266,0.14682375401059097,,0.75,0.0
87,87,accumulation,N/A,6,0.2935029121927778,0.14214793701941508,,0.19047619047619047,0.0
87,87,accumulation,N/A,7,0.40780495051825133,0.13165258026676666,,0.5454545454545454,0.4
87,87,refinement,0.5,0,0.26684780496251775,0.10819106811969947,,0.3333333333333333,0.0
87,87,refinement,0.5,1,0.266850605570557,0.11397643623569528,,0.3333333333333333,0.0
87,87,refinement,0.5,2,0.26668338092511673,0.11571134140534434,,0.3333333333333333,0.0
87,87,refinement,0.5,3,0.2694399312481568,0.12281265151460427,,0.3333333333333333,0.0
87,87,refinement,0.5,4,0.27060196748749,0.1364084550253431,,0.3333333333333333,0.0
87,87,refinement,0.5,5,0.2695725853605351,0.13232616402834807,,0.3333333333333333,0.0
87,87,refinement,0.5,6,0.2178064914015031,0.11980498366485888,,0.25,0.0
87,87,refinement,0.5,7,0.23857691672493936,0.146799443590625,,0.28571428571428575,0.0
87,87,refinement,0.8,0,0.26684780496251775,0.10819106811969947,,0.3333333333333333,0.0
87,87,refinement,0.8,1,0.27013172201955993,0.11765754506788137,,0.3333333333333333,0.0
87,87,refinement,0.8,2,0.2727058855032467,0.12543186549828203,,0.3333333333333333,0.0
87,87,refinement,0.8,3,0.231836815767419,0.1244603225779035,,0.25,0.0
87,87,refinement,0.8,4,0.27332897020303376,0.12407506384443065,,0.3333333333333333,0.0
87,87,refinement,0.8,5,0.2930293693633189,0.17069684023913084,,0.14285714285714288,0.0
87,87,refinement,0.8,6,0.24000304879508577,0.12980694939337092,,0.28571428571428575,0.0
87,87,refinement,0.8,7,0.2225650934420711,0.12496907098376853,,0.25,0.0
88,88,accumulation,N/A,0,0.4291101331932271,0.01078538439774376,,0.65625,0.25
88,88,accumulation,N/A,1,0.34606998878070216,0.028583417314724593,,0.5088757396449705,0.0
88,88,accumulation,N/A,2,0.3115555604294968,0.008845247750016896,,0.5063291139240507,0.0
88,88,accumulation,N/A,3,0.4015835652766102,0.0018286022664483123,,0.5,0.25
88,88,accumulation,N/A,4,0.35183340864992874,0.011003201321382083,,0.45679012345679015,0.0
88,88,accumulation,N/A,5,0.37458303566542794,0.05210653907773411,,0.3383084577114428,0.125
88,88,accumulation,N/A,6,0.3381405715994766,0.012930330269681519,,0.5205479452054794,0.125
88,88,accumulation,N/A,7,0.3753965927047285,0.01725699695362579,,0.6119402985074627,0.0
88,88,refinement,0.5,0,0.4291101331932271,0.01078538439774376,,0.65625,0.25
88,88,refinement,0.5,1,0.41258305467891326,0.008556557647822895,,0.7049180327868853,0.125
88,88,refinement,0.5,2,0.39258476895284494,0.007739608459086033,,0.6837606837606837,0.0
88,88,refinement,0.5,3,0.3856271678762897,0.007021598386135544,,0.634920634920635,0.0
88,88,refinement,0.5,4,0.41592875161804477,0.013024353473472215,,0.7307692307692308,0.125
88,88,refinement,0.5,5,0.39328354702496104,0.008837906573771995,,0.689655172413793,0.0
88,88,refinement,0.5,6,0.3939719062850904,0.009307116825929641,,0.7000000000000001,0.0
88,88,refinement,0.5,7,0.43319948401059793,0.014112088739878884,,0.7192982456140351,0.25
88,88,refinement,0.8,0,0.4291101331932271,0.01078538439774376,,0.65625,0.25
88,88,refinement,0.8,1,0.42196103939345586,0.009104493268350158,,0.5909090909090908,0.125
88,88,refinement,0.8,2,0.4233325185756669,0.01326176289333061,,0.6456692913385828,0.125
88,88,refinement,0.8,3,0.3891447577248875,0.0033313508267182198,,0.5789473684210527,0.0
88,88,refinement,0.8,4,0.37886433057896807,0.009344383575590327,,0.6285714285714287,0.0
88,88,refinement,0.8,5,0.4301789641907141,0.0409791671307164,,0.6868686868686867,0.125
88,88,refinement,0.8,6,0.37023881452639085,0.04147935748639408,,0.5217391304347827,0.0
88,88,refinement,0.8,7,0.371025726930286,0.019847528905555606,,0.5142857142857143,0.0
89,89,accumulation,N/A,0,0.4001945665750519,0.391941473417909,,0.33333333333333337,0.0
89,89,accumulation,N/A,1,0.76926688720194,0.34744785629941655,,1.0,1.0
89,89,accumulation,N/A,2,0.7551106502620314,0.4291214133029085,,1.0,1.0
89,89,accumulation,N/A,3,0.40027113766808003,0.07349314657290376,,0.25,0.25
89,89,accumulation,N/A,4,0.7932950040531717,0.4755541072335,,1.0,1.0
89,89,accumulation,N/A,5,0.504513418553391,0.10812778533018254,,0.6666666666666666,0.5
89,89,accumulation,N/A,6,0.6511823878994174,0.6181805488482707,,0.6666666666666666,0.5
89,89,accumulation,N/A,7,0.7971116158982944,0.45960806975944696,,1.0,1.0
89,89,refinement,0.5,0,0.4001945665750519,0.391941473417909,,0.33333333333333337,0.0
89,89,refinement,0.5,1,0.4997622941015557,0.39106524489562317,,0.5,0.0
89,89,refinement,0.5,2,0.499906818637713,0.3945259992752306,,0.5,0.0
89,89,refinement,0.5,3,0.4098664977028479,0.39367572772506787,,0.4,0.0
89,89,refinement,0.5,4,0.5023287116448326,0.4091380733224608,,0.5,0.0
89,89,refinement,0.5,5,0.37540755776000667,0.391941473417909,,0.33333333333333337,0.0
89,89,refinement,0.5,6,0.5009160773125356,0.39367572772506787,,0.5,0.0
89,89,refinement,0.5,7,0.5029231396056548,0.41007078272333014,,0.5,0.0
89,89,refinement,0.8,0,0.4001945665750519,0.391941473417909,,0.33333333333333337,0.0
89,89,refinement,0.8,1,0.5010216393578715,0.39207550999886637,,0.5,0.0
89,89,refinement,0.8,2,0.3725975520306999,0.41395604373937583,,0.2857142857142857,0.0
89,89,refinement,0.8,3,0.4179464161424752,0.43563945555429645,,0.4,0.0
89,89,refinement,0.8,4,0.41640197061347395,0.44098810781538933,,0.33333333333333337,0.0
89,89,refinement,0.8,5,0.5162228921656095,0.43456645196918686,,0.5,0.0
89,89,refinement,0.8,6,0.416310900884445,0.4347413180388395,,0.33333333333333337,0.0
89,89,refinement,0.8,7,0.5191111215729138,0.44862194760585217,,0.5,0.0
90,90,accumulation,N/A,0,0.3519867606575258,0.008314346224531772,,0.5128205128205128,0.0
90,90,accumulation,N/A,1,0.3315563808831643,0.016639751994243418,,0.3137254901960784,0.0
