experiment,method,n_povs,noise_strength,n_samples,unified_score_mean,unified_score_std,mean_bbox_iou_mean,mean_bbox_iou_std,detection_f1_mean,detection_f1_std,count_accuracy_mean,count_accuracy_std
DN-Large (Graph),refinement,4,0.8,192,0.3517437552494937,0.11089133129683613,0.08488842442540435,0.13308072544951388,0.39097053396397324,0.2070471098889864,0.13692956349206345,0.24111719598835696
DN-Large (Graph),refinement,5,0.5,192,0.3393274369436417,0.10987631965742765,0.09146215825191327,0.13989527436513996,0.39583150290474217,0.21254176405870687,0.11849578373015872,0.2143081469876604
DN-Large (Graph),refinement,5,0.8,192,0.3495237231024577,0.10469523700186263,0.0882453455435707,0.13641584816187566,0.38784937490518995,0.19832275733238247,0.1277219742063492,0.2191708060926289
DN-Large (Graph),refinement,6,0.5,192,0.3417313191787126,0.10485573714080183,0.08942929863635067,0.13763261846836147,0.4037581633271765,0.20813394583799336,0.11551339285714285,0.19558757912458707
DN-Large (Graph),refinement,6,0.8,192,0.34233298557705966,0.10721187334016942,0.09004004594825377,0.139944636816514,0.3753552996136862,0.19333596594122687,0.10670882936507936,0.2199428890558078
DN-Large (Graph),refinement,7,0.5,192,0.3402310774255577,0.10559196121192772,0.08855885466757102,0.1372162958241827,0.3913330012639425,0.20816321408921495,0.12769097222222223,0.2071565220428521
DN-Large (Graph),refinement,7,0.8,192,0.3452376197882286,0.11175190754998424,0.08969299669327835,0.14046424564618637,0.3844956710708418,0.20395889546061366,0.103937251984127,0.22844415303635354
DN-Large (POV),accumulation,0,,157,0.2528083574290263,0.06318579061870676,0.016890293426297248,0.025795610601846083,0.19412854031563573,0.1619941641340852,0.017212617531088867,0.04409554417803931
DN-Large (POV),accumulation,1,,157,0.32964591896695794,0.1123939860412728,0.09169232786767938,0.14926044378915093,0.359536991605222,0.21004502430208424,0.10221413406126782,0.1901402839123256
DN-Large (POV),accumulation,2,,157,0.315518839064959,0.09512888072152431,0.0727655332546022,0.11622400744336747,0.3583167791044045,0.20945375991821688,0.07466636336063087,0.14586586903730828
DN-Large (POV),accumulation,3,,157,0.32432142122183355,0.09571889981801973,0.07356197106491445,0.12793685138766048,0.3397661000866822,0.2039702223307635,0.08629814983318168,0.16448647164146424
DN-Large (POV),accumulation,4,,157,0.31972961995485,0.10597938426241152,0.0774347517995527,0.13338913446143835,0.35960492028032487,0.21159089383637386,0.08622990597512888,0.18839205658897387
DN-Large (POV),accumulation,5,,157,0.32260366231071846,0.09443146547757153,0.06856212480687925,0.1285525314183135,0.3612432512444499,0.20267613234066084,0.07748710949347891,0.16220033664718497
DN-Large (POV),accumulation,6,,157,0.31966633107717957,0.09670929585190427,0.06530079153636738,0.1048296393061546,0.35683997998936684,0.20413314062419036,0.07728237791932059,0.17927238096855272
DN-Large (POV),accumulation,7,,157,0.30428758277496615,0.09660082525493419,0.07091985683414026,0.1290467484756122,0.33712686069162573,0.19811348396489728,0.07523506217773733,0.1388239713642302
DN-Large (POV),refinement,0,0.5,157,0.2528083574290263,0.06318579061870676,0.016890293426297248,0.025795610601846083,0.19412854031563573,0.1619941641340852,0.017212617531088867,0.04409554417803931
DN-Large (POV),refinement,0,0.8,156,0.25245370302698117,0.06323232573263397,0.01695028213787867,0.025867699634652894,0.19317335624777465,0.16207173062553806,0.01732295482295482,0.04421581100625849
DN-Large (POV),refinement,1,0.5,157,0.25536811903268863,0.06378595609354312,0.0170996077251685,0.02503629936428666,0.2122585185173896,0.17080128282042054,0.024340309372156504,0.05943742127116331
DN-Large (POV),refinement,1,0.8,156,0.2640289856215104,0.06488462288558251,0.022642985102449158,0.02890267264160211,0.24870800009728036,0.18099913690333777,0.02266483516483516,0.06602069149957411
DN-Large (POV),refinement,2,0.5,157,0.2568355818253727,0.06257892470463837,0.020364945231403607,0.02866303578775734,0.22458776885934362,0.17398205235376335,0.017857142857142856,0.04873632051898192
DN-Large (POV),refinement,2,0.8,156,0.2729748400597751,0.06671085822425227,0.023762273905468676,0.033452390663919626,0.2663390910349626,0.1856808922913573,0.039140720390720384,0.07725321406897256
DN-Large (POV),refinement,3,0.5,157,0.26057265376765243,0.06588078765141554,0.018178914398801302,0.0232032543322118,0.23410216567563422,0.1778908059845511,0.029003639672429478,0.060232073311713895
DN-Large (POV),refinement,3,0.8,156,0.27617563089860947,0.06424449502006097,0.02328613122237542,0.032404893033672603,0.2839632031153033,0.18570693891652207,0.0422542735042735,0.0792557935630377
DN-Large (POV),refinement,4,0.5,157,0.2607782023405356,0.06583732962674547,0.01838665019561233,0.024147856040343002,0.24118978030711596,0.1820234173732017,0.02797998180163785,0.062120793365914286
DN-Large (POV),refinement,4,0.8,156,0.2767370107817689,0.06442302079161513,0.026767215401435285,0.04123843922582034,0.2904173695555846,0.18920713420891513,0.041666666666666664,0.08253125080018102
DN-Large (POV),refinement,5,0.5,157,0.2627075564674789,0.06458485992071628,0.01890853245851604,0.02515141416686553,0.24593086220299554,0.18361329614454416,0.021155595996360323,0.05150238490003608
DN-Large (POV),refinement,5,0.8,156,0.27665288606922983,0.06200686290948435,0.030513971804505574,0.04393910201053936,0.2825226658179379,0.18189809089897832,0.037820512820512825,0.07913784180709985
DN-Large (POV),refinement,6,0.5,157,0.2637646328746672,0.06722434383667966,0.01855322914169769,0.02390906619603874,0.2510266655925675,0.18357563633976942,0.031543827722171666,0.06944378477845872
